SMIRKS,Temp,First label,Second label
[CH3:7][C:6]1=[CH:5][CH:4]=[C:3]([CH:9]=[CH:8]1)[CH2:2][O:1].[N:11](=[O:12])[O:10]>>[CH3:7][C:6]1=[CH:5][CH:4]=[C:3]([CH:9]=[CH:8]1)[CH2:2][O:1].[N+:11](=[O:12])[O-:10] 11-10,Room Temperature,Propagation,ha resonance
"CC1=CC=C(C=C1)C[O:20].[N+:10](=O)[O-]>>CC1=CC=C(C=C1)C[O:20][N+:10](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][O:21][O].CC12C=CC(C(C1O)OO2)(C)O[O:10]>>[H:20][O:10]OC1(C=CC2(C(C1OO2)O)C)C.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC12C=CC(C(C1O)OO2)(C)O[O:20].[N:10]=O>>CC12C=CC(C(C1O)OO2)(C)O[O:20][N:10]=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC12C=CC(C(C1O)OO2)(C)[O:20][O:21]N=O>>CC12C=CC(C(C1O)OO2)(C)[O:20].N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
[CH3:1][C:2]12[CH:5]=[CH:6][C:7]([CH:10]([CH:11]1[OH:12])[O:4][O:3]2)([CH3:8])[O:9].[N:14](=[O:15])[O:13]>>[CH3:1][C:2]12[CH:5]=[CH:6][C:7]([CH:10]([CH:11]1[OH:12])[O:4][O:3]2)([CH3:8])[O:9].[N+:14](=[O:15])[O-:13] 14-13,Room Temperature,Propagation,ha resonance
"CC12C=CC(C(C1O)OO2)(C)[O:20].[N+:10](=O)[O-]>>CC12C=CC(C(C1O)OO2)(C)[O:20][N+:10](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC12C=CC(C(C1O)OO2)(C)O[O:20].[N+](=O)([O-])[O:10]>>CC12C=CC(C(C1O)OO2)(C)O[O:20][O:10][N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC12C=CC(C(C1O)OO2)(C)OO[O:20][N+:21](=O)[O-]>>CC12C=CC(C(C1O)OO2)(C)OO[O:20].[N+:21](=O)[O-] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"CC12C=CC(C(C1O)OO2)(C)[O:21][O:20][O].[N+](=O)[O-]>>CC12C=CC(C(C1O)OO2)(C)[O:21].[N+](=O)[O-].[O:20][O] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[H:20][C:21](=O)C1C(O1)(C)/C=C\C(=O)C.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CC(=O)/C=C\C1(C(O1)[C:21]=O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(=O)/C=C\C1(C(O1)[C:10]=O)C.[O:20][O]>>CC(=O)/C=C\C1(C(O1)[C:10](=O)[O:20][O])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C1C(O1)(C)/C=C\C(=O)C.[OH:10]>>[H:20][OH:10].CC(=O)/C=C\C1(C(O1)[C:21]=O)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH3:1][C:2](=[O:11])[CH:3]=[CH:4][C:5]1([CH:7]([O:8]1)[CH:9]=[O:10])[CH3:6].[OH:12]>>[CH3:1][C:2](=[O:11])[CH:3][CH:4]([C:5]1([CH:7]([O:8]1)[CH:9]=[O:10])[CH3:6])[OH:12] 3,4-3; 3,4-4,12; 12-4,12",Room Temperature,Propagation,addition
"CC(=O)[CH:10]C(C1(C(O1)C=O)C)O.[O:20][O]>>CC(=O)[CH:10](C(C1(C(O1)C=O)C)O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][O:21]C1=C(C=CC(=C1)C)C.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CC1=CC(=C(C=C1)C)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC1=CC(=C([CH:20]=[CH:21]1)C)O.[N+](=O)([O-])[O:10]>>CC1=CC(=C([CH:20]([CH:21]1)[O:10][N+](=O)[O-])C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC1=CC(=C(C([CH:10]1)O[N+](=O)[O-])C)O.[O:20][O]>>CC1=CC(=C(C([CH:10]1[O:20][O])O[N+](=O)[O-])C)O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=C[C:21](=[C:20](C(C1O[O:10])O[N+](=O)[O-])C)O>>CC1=C[C:21]([C:20]2(C(C1O[O:10]2)O[N+](=O)[O-])C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC1=C[C:10](C2(C(C1OO2)O[N+](=O)[O-])C)O.[O:20][O]>>CC1=C[C:10](C2(C(C1OO2)O[N+](=O)[O-])C)(O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][O:21]C1=C(C=CC(=C1)C)C.[OH:10]>>[H:20][OH:10].CC1=CC(=C(C=C1)C)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC1=CC(=C([CH:20]=[CH:21]1)C)O.[OH:10]>>CC1=CC(=C([CH:20]([CH:21]1)[OH:10])C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC1=CC(=C(C([CH:10]1)O)C)O.[O:20][O]>>CC1=CC(=C(C([CH:10]1[O:20][O])O)C)O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=C[C:21](=[C:20](C(C1O[O:10])O)C)O>>CC1=C[C:21]([C:20]2(C(C1O[O:10]2)O)C)O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC1=C[C:10](C2(C(C1OO2)O)C)O.[O:20][O]>>CC1=C[C:10](C2(C(C1OO2)O)C)(O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][O:21][O].C1=CC=C(C=C1)CCO[O:10]>>[H:20][O:10]OCCC1=CC=CC=C1.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"C1=CC=C(C=C1)CCO[O:20].[N:10]=O>>C1=CC=C(C=C1)CCO[O:20][N:10]=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C1=CC=C(C=C1)CC[O:20][O:21]N=O>>C1=CC=C(C=C1)CC[O:20].N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
[CH:7]1=[CH:6][CH:5]=[C:4]([CH:9]=[CH:8]1)[CH2:3][CH2:2][O:1].[N:11](=[O:12])[O:10]>>[CH:7]1=[CH:6][CH:5]=[C:4]([CH:9]=[CH:8]1)[CH2:3][CH2:2][O:1].[N+:11](=[O:12])[O-:10] 11-10,Room Temperature,Propagation,ha resonance
"C1=CC=C(C=C1)CC[O:20].[N+:10](=O)[O-]>>C1=CC=C(C=C1)CC[O:20][N+:10](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C1=CC=C(C=C1)CCO[O:20].[N+](=O)([O-])[O:10]>>C1=CC=C(C=C1)CCO[O:20][O:10][N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C1=CC=C(C=C1)CCOO[O:20][N+:21](=O)[O-]>>C1=CC=C(C=C1)CCOO[O:20].[N+:21](=O)[O-] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"C1=CC=C(C=C1)CC[O:21][O:20][O].[N+](=O)[O-]>>C1=CC=C(C=C1)CC[O:21].[N+](=O)[O-].[O:20][O] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[H:20][O:21]C1=C(C=CC=C1)CC.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CCC1=C(C=CC=C1)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21]C1=C(C=CC=C1)CC.[OH:10]>>[H:20][OH:10].CCC1=C(C=CC=C1)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH3:1][CH2:2][C:3]1=[CH:4][CH:5]=[CH:6][CH:7]=[C:8]1[OH:9].[OH:10]>>[CH3:1][CH2:2][C:3]1=[CH:4][CH:5]=[CH:6][CH:7]([C:8]1[OH:9])[OH:10] 10-10,7; 8,7-10,7; 8,7-8",Room Temperature,Propagation,addition
"[H:20][C:21]1(C=CC=C([C:22]1O)CC)O.[O:10][O]>>[H:20][O:10][O].CCC1=CC=C[C:21](=[C:22]1O)O 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][O:21][O].CCC12C=CC(C(C1O)OO2)O[O:10]>>[H:20][O:10]OC1C=CC2(C(C1OO2)O)CC.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC12C=CC(C(C1O)OO2)O[O:20].[N:10]=O>>CCC12C=CC(C(C1O)OO2)O[O:20][N:10]=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC12C=CC(C(C1O)OO2)[O:20][O:21]N=O>>CCC12C=CC(C(C1O)OO2)[O:20].N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
[CH3:1][CH2:2][C:3]12[CH:12]=[CH:11][CH:9]([CH:8]([CH:6]1[OH:7])[O:5][O:4]2)[O:10].[N:14](=[O:15])[O:13]>>[CH3:1][CH2:2][C:3]12[CH:12]=[CH:11][CH:9]([CH:8]([CH:6]1[OH:7])[O:5][O:4]2)[O:10].[N+:14](=[O:15])[O-:13] 14-13,Room Temperature,Propagation,ha resonance
"CCC12C=CC(C(C1O)OO2)[O:20].[N+:10](=O)[O-]>>CCC12C=CC(C(C1O)OO2)[O:20][N+:10](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC12C=CC(C(C1O)OO2)O[O:20].[N+](=O)([O-])[O:10]>>CCC12C=CC(C(C1O)OO2)O[O:20][O:10][N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC12C=CC(C(C1O)OO2)OO[O:20][N+:21](=O)[O-]>>CCC12C=CC(C(C1O)OO2)OO[O:20].[N+:21](=O)[O-] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"CCC12C=CC(C(C1O)OO2)[O:21][O:20][O].[N+](=O)[O-]>>CCC12C=CC(C(C1O)OO2)[O:21].[N+](=O)[O-].[O:20][O] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[H:20][C:21](=O)C1C(O1)/C=C\C(=O)CC.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CCC(=O)/C=C\C1C(O1)[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC(=O)/C=C\C1C(O1)[C:10]=O.[O:20][O]>>CCC(=O)/C=C\C1C(O1)[C:10](=O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C1C(O1)/C=C\C(=O)CC.[OH:10]>>[H:20][OH:10].CCC(=O)/C=C\C1C(O1)[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH3:1][CH2:2][C:3](=[O:11])[CH:4]=[CH:5][CH:6]1[CH:8]([O:7]1)[CH:9]=[O:10].[OH:12]>>[CH3:1][CH2:2][C:3](=[O:11])[CH:4][CH:5]([CH:6]1[CH:8]([O:7]1)[CH:9]=[O:10])[OH:12] 12-12,5; 4,5-12,5; 4,5-4",Room Temperature,Propagation,addition
"CCC(=O)[CH:10]C(C1C(O1)C=O)O.[O:20][O]>>CCC(=O)[CH:10](C(C1C(O1)C=O)O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][O:21][O].CCC(C1=CC=CC=C1)O[O:10]>>[H:20][O:10]OC(CC)C1=CC=CC=C1.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCC(C1=CC=CC=C1)O[O:20].[N:10]=O>>CCC(C1=CC=CC=C1)O[O:20][N:10]=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC(C1=CC=CC=C1)[O:20][O:21]N=O>>CCC(C1=CC=CC=C1)[O:20].N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
[CH3:4][CH2:3][CH:2]([C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[CH:10]1)[O:1].[N:12](=[O:13])[O:11]>>[CH3:4][CH2:3][CH:2]([C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[CH:10]1)[O:1].[N+:12](=[O:13])[O-:11] 12-11,Room Temperature,Propagation,ha resonance
"CCC(C1=CC=CC=C1)[O:20].[N+:10](=O)[O-]>>CCC(C1=CC=CC=C1)[O:20][N+:10](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC(C1=CC=CC=C1)O[O:20].[N+](=O)([O-])[O:10]>>CCC(C1=CC=CC=C1)O[O:20][O:10][N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCC(C1=CC=CC=C1)OO[O:20][N+:21](=O)[O-]>>CCC(C1=CC=CC=C1)OO[O:20].[N+:21](=O)[O-] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"CCC(C1=CC=CC=C1)[O:21][O:20][O].[N+](=O)[O-]>>CCC(C1=CC=CC=C1)[O:21].[N+](=O)[O-].[O:20][O] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[H:20][O:21]C1=C(C=CC=C1)CCC.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CCCC1=C(C=CC=C1)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21]C1=C(C=CC=C1)CCC.[OH:10]>>[H:20][OH:10].CCCC1=C(C=CC=C1)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH3:10][CH2:9][CH2:8][C:7]1=[CH:6][CH:5]=[CH:4][CH:3]=[C:2]1[OH:1].[OH:11]>>[CH3:10][CH2:9][CH2:8][C:7]1=[CH:6][CH:5]=[CH:4][CH:3]([C:2]1[OH:1])[OH:11] 11-11,3; 2,3-11,3; 2,3-2",Room Temperature,Propagation,addition
"[H:20][C:21]1(C=CC=C([C:22]1O)CCC)O.[O:10][O]>>[H:20][O:10][O].CCCC1=CC=C[C:21](=[C:22]1O)O 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][O:21][O].CCCC12C=CC(C(C1O)OO2)O[O:10]>>[H:20][O:10]OC1C=CC2(C(C1OO2)O)CCC.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCCC12C=CC(C(C1O)OO2)O[O:20].[N:10]=O>>CCCC12C=CC(C(C1O)OO2)O[O:20][N:10]=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCCC12C=CC(C(C1O)OO2)[O:20][O:21]N=O>>CCCC12C=CC(C(C1O)OO2)[O:20].N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
[CH3:6][CH2:5][CH2:4][C:3]12[CH:7]=[CH:8][CH:9]([CH:11]([CH:2]1[OH:1])[O:12][O:13]2)[O:10].[N:15](=[O:16])[O:14]>>[CH3:6][CH2:5][CH2:4][C:3]12[CH:7]=[CH:8][CH:9]([CH:11]([CH:2]1[OH:1])[O:12][O:13]2)[O:10].[N+:15](=[O:16])[O-:14] 15-14,Room Temperature,Propagation,ha resonance
"CCCC12C=CC(C(C1O)OO2)[O:20].[N+:10](=O)[O-]>>CCCC12C=CC(C(C1O)OO2)[O:20][N+:10](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCCC12C=CC(C(C1O)OO2)O[O:20].[N+](=O)([O-])[O:10]>>CCCC12C=CC(C(C1O)OO2)O[O:20][O:10][N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CCCC12C=CC(C(C1O)OO2)OO[O:20][N+:21](=O)[O-]>>CCCC12C=CC(C(C1O)OO2)OO[O:20].[N+:21](=O)[O-] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"CCCC12C=CC(C(C1O)OO2)[O:21][O:20][O].[N+](=O)[O-]>>CCCC12C=CC(C(C1O)OO2)[O:21].[N+](=O)[O-].[O:20][O] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[H:20][C:21](=O)C1C(O1)/C=C\C(=O)CCC.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CCCC(=O)/C=C\C1C(O1)[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CCCC(=O)/C=C\C1C(O1)[C:10]=O.[O:20][O]>>CCCC(=O)/C=C\C1C(O1)[C:10](=O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C1C(O1)/C=C\C(=O)CCC.[OH:10]>>[H:20][OH:10].CCCC(=O)/C=C\C1C(O1)[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH3:5][CH2:4][CH2:3][C:2](=[O:1])[CH:6]=[CH:7][CH:8]1[CH:10]([O:9]1)[CH:11]=[O:12].[OH:13]>>[CH3:5][CH2:4][CH2:3][C:2](=[O:1])[CH:6][CH:7]([CH:8]1[CH:10]([O:9]1)[CH:11]=[O:12])[OH:13] 13-13,7; 6,7-13,7; 6,7-6",Room Temperature,Propagation,addition
"CCCC(=O)[CH:10]C(C1C(O1)C=O)O.[O:20][O]>>CCCC(=O)[CH:10](C(C1C(O1)C=O)O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][O:21][O].CC(C)(C1=CC=CC=C1)O[O:10]>>[H:20][O:10]OC(C)(C)C1=CC=CC=C1.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(C)(C1=CC=CC=C1)O[O:20].[N:10]=O>>CC(C)(C1=CC=CC=C1)O[O:20][N:10]=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(C)(C1=CC=CC=C1)[O:20][O:21]N=O>>CC(C)(C1=CC=CC=C1)[O:20].N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
[CH3:3][C:2]([CH3:4])([C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[CH:10]1)[O:1].[N:12](=[O:13])[O:11]>>[CH3:3][C:2]([CH3:4])([C:5]1=[CH:6][CH:7]=[CH:8][CH:9]=[CH:10]1)[O:1].[N+:12](=[O:13])[O-:11] 12-11,Room Temperature,Propagation,ha resonance
"CC(C)(C1=CC=CC=C1)[O:20].[N+:10](=O)[O-]>>CC(C)(C1=CC=CC=C1)[O:20][N+:10](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(C)(C1=CC=CC=C1)O[O:20].[N+](=O)([O-])[O:10]>>CC(C)(C1=CC=CC=C1)O[O:20][O:10][N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(C)(C1=CC=CC=C1)OO[O:20][N+:21](=O)[O-]>>CC(C)(C1=CC=CC=C1)OO[O:20].[N+:21](=O)[O-] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"CC(C)(C1=CC=CC=C1)[O:20][O:21][O].[N+](=O)[O-]>>CC(C)(C1=CC=CC=C1)[O:20].[N+](=O)[O-].[O:21][O] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[H:20][O:21]C1=C(C=CC=C1)C(C)C.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CC(C)C1=C(C=CC=C1)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[H:20][O:21]C1=C(C=CC=C1)C(C)C.[OH:10]>>[H:20][OH:10].CC(C)C1=C(C=CC=C1)[O:21] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH3:1][CH:2]([CH3:3])[C:4]1=[CH:5][CH:6]=[CH:7][CH:8]=[C:9]1[OH:10].[OH:11]>>[CH3:1][CH:2]([CH3:3])[C:4]1=[CH:5][CH:6]=[CH:7][CH:8]([C:9]1[OH:10])[OH:11] 11-11,8; 9,8-11,8; 8,9-9",Room Temperature,Propagation,addition
"[H:20][C:21]1(C=CC=C([C:22]1O)C(C)C)O.[O:10][O]>>[H:20][O:10][O].CC(C)C1=CC=C[C:21](=[C:22]1O)O 10-10,20;20,21-10,20;20,21-21,22;22-21,22",Room Temperature,Termination,abstraction
"[H:20][O:21][O].CC(C)C12C=CC(C(C1O)OO2)O[O:10]>>[H:20][O:10]OC1C=CC2(C(C1OO2)O)C(C)C.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(C)C12C=CC(C(C1O)OO2)O[O:20].[N:10]=O>>CC(C)C12C=CC(C(C1O)OO2)O[O:20][N:10]=O 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(C)C12C=CC(C(C1O)OO2)[O:20][O:21]N=O>>CC(C)C12C=CC(C(C1O)OO2)[O:20].N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
[CH3:1][CH:2]([CH3:3])[C:4]12[CH:13]=[CH:12][CH:10]([CH:9]([CH:7]1[OH:8])[O:6][O:5]2)[O:11].[N:15](=[O:16])[O:14]>>[CH3:1][CH:2]([CH3:3])[C:4]12[CH:13]=[CH:12][CH:10]([CH:9]([CH:7]1[OH:8])[O:6][O:5]2)[O:11].[N+:15](=[O:16])[O-:14] 15-14,Room Temperature,Propagation,ha resonance
"CC(C)C12C=CC(C(C1O)OO2)[O:20].[N+:10](=O)[O-]>>CC(C)C12C=CC(C(C1O)OO2)[O:20][N+:10](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(C)C12C=CC(C(C1O)OO2)O[O:20].[N+](=O)([O-])[O:10]>>CC(C)C12C=CC(C(C1O)OO2)O[O:20][O:10][N+](=O)[O-] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC(C)C12C=CC(C(C1O)OO2)OO[O:20][N+:21](=O)[O-]>>CC(C)C12C=CC(C(C1O)OO2)OO[O:20].[N+:21](=O)[O-] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"CC(C)C12C=CC(C(C1O)OO2)[O:21][O:20][O].[N+](=O)[O-]>>CC(C)C12C=CC(C(C1O)OO2)[O:21].[N+](=O)[O-].[O:20][O] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[H:20][C:21](=O)C1C(O1)/C=C\C(=O)C(C)C.[N+](=O)([O-])[O:10]>>[H:20][O:10][N+](=O)[O-].CC(C)C(=O)/C=C\C1C(O1)[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC(C)C(=O)/C=C\C1C(O1)[C:10]=O.[O:20][O]>>CC(C)C(=O)/C=C\C1C(O1)[C:10](=O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][C:21](=O)C1C(O1)/C=C\C(=O)C(C)C.[OH:10]>>[H:20][OH:10].CC(C)C(=O)/C=C\C1C(O1)[C:21]=O 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"[CH3:1][CH:2]([CH3:3])[C:4](=[O:12])[CH:5]=[CH:6][CH:7]1[CH:9]([O:8]1)[CH:10]=[O:11].[OH:13]>>[CH3:1][CH:2]([CH3:3])[C:4](=[O:12])[CH:5][CH:6]([CH:7]1[CH:9]([O:8]1)[CH:10]=[O:11])[OH:13] 13-13,6; 5,6-13,6; 5,6-5",Room Temperature,Propagation,addition
"CC(C)C(=O)[CH:10]C(C1C(O1)C=O)O.[O:20][O]>>CC(C)C(=O)[CH:10](C(C1C(O1)C=O)O)[O:20][O] 10-10,20;20-10,20",Room Temperature,Termination,recombine
"[H:20][O:21][O].CC1=C(C(=CC=C1)CO[O:10])C>>[H:20][O:10]OCC1=CC=CC(=C1C)C.[O:21][O] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,abstraction
"CC1=C(C(=CC=C1)CO[O:20])C.[N:10]=O>>CC1=C(C(=CC=C1)CO[O:20][N:10]=O)C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=C(C(=CC=C1)C[O:20][O:21]N=O)C>>CC1=C(C(=CC=C1)C[O:20])C.N(=O)[O:21] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
[CH3:7][C:6]1=[CH:8][CH:9]=[CH:10][C:3](=[C:4]1[CH3:5])[CH2:2][O:1].[N:12](=[O:13])[O:11]>>[CH3:7][C:6]1=[CH:8][CH:9]=[CH:10][C:3](=[C:4]1[CH3:5])[CH2:2][O:1].[N+:12](=[O:13])[O-:11] 12-11,Room Temperature,Propagation,ha resonance
"CC1=C(C(=CC=C1)C[O:20])C.[N+:10](=O)[O-]>>CC1=C(C(=CC=C1)C[O:20][N+:10](=O)[O-])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=C(C(=CC=C1)CO[O:20])C.[N+](=O)([O-])[O:10]>>CC1=C(C(=CC=C1)CO[O:20][O:10][N+](=O)[O-])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=C(C(=CC=C1)COO[O:20][N+:21](=O)[O-])C>>CC1=C(C(=CC=C1)COO[O:20])C.[N+:21](=O)[O-] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"CC1=C(C(=CC=C1)C[O:21][O:20][O])C.[N+](=O)[O-]>>CC1=C(C(=CC=C1)C[O:21])C.[N+](=O)[O-].[O:20][O] 20,21-20;20,21-21",Room Temperature,Initiation,homolyze
"[CH3:14][C:13]1=[CH:12][CH:11]=[C:9]([C:7](=[C:6]1[CH3:5])[CH3:8])[OH:10].[N+:2](=[O:4])([O-:3])[O:1]>>[CH3:14][C:13]1[CH:12]([CH:11]=[C:9]([C:7](=[C:6]1[CH3:5])[CH3:8])[OH:10])[O:1][N+:2](=[O:4])[O-:3] 1-1,12; 13,12-1,12; 13,12-13",Room Temperature,Propagation,addition
"C[C:10]1C(C=C(C(=C1C)C)O)O[N+](=O)[O-].[O:20][O]>>CC1=C([C:10](C(C=C1O)O[N+](=O)[O-])(C)[O:20][O])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=C(C(C([CH:20]=[C:21]1O)O[N+](=O)[O-])(C)O[O:10])C>>CC1=C(C2(C([CH:20]([C:21]1O)[O:10]O2)O[N+](=O)[O-])C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"CC1=C(C2(C(C([C:10]1O)OO2)O[N+](=O)[O-])C)C.[O:20][O]>>CC1=C([C:10](C2C(C1(OO2)C)O[N+](=O)[O-])(O)[O:20][O])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"C[C:21]1=[CH:20]C=C(C(=C1C)C)O.[OH:10]>>C[C:21]1[CH:20](C=C(C(=C1C)C)O)[OH:10] 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
"C[C:10]1C(C=C(C(=C1C)C)O)O.[O:20][O]>>CC1=C([C:10](C(C=C1O)O)(C)[O:20][O])C 10-10,20;20-10,20",Room Temperature,Termination,recombine
"CC1=C(C(C([CH:20]=[C:21]1O)O)(C)O[O:10])C>>CC1=C(C2(C([CH:20]([C:21]1O)[O:10]O2)O)C)C 10-10,20;20,21-10,20;20,21-21",Room Temperature,Propagation,addition
